date,iso_a3,currency_code,name,local_price,dollar_ex,dollar_price,USD_raw,EUR_raw,GBP_raw,JPY_raw,CNY_raw,GDP_bigmac,adj_price,USD_adjusted,EUR_adjusted,GBP_adjusted,JPY_adjusted,CNY_adjusted
2009-07-01,MYS,MYR,Malaysia,6.77,3.602,1.87951138256524,-0.45204,-0.59293,-0.49041,-0.45632,0.02737,14804.3714475628,2.92835849665179,-0.2646,-0.52666,-0.36716,-0.29335,-0.05742
2009-07-01,NOR,NOK,Norway,40,6.50925,6.14510120213542,0.79157,0.33094,0.66612,0.77757,2.35901,46970.140455,3.88541866271693,0.81216,0.16639,0.55943,0.74131,1.32266
2009-07-01,NZL,NZD,New Zealand,4.9,1.59235,3.07721292429428,-0.10285,-0.33352,-0.16568,-0.10987,0.68205,31168.557,3.41525840999492,0.03238,-0.33551,-0.1116,-0.00798,0.32321
2009-07-01,PAK,PKR,Pakistan,190,82.6,2.30024213075061,-0.32938,-0.5018,-0.37634,-0.33462,0.25735,1386.83168105263,2.52913307057375,0.04209,-0.32926,-0.10324,0.00135,0.33566
2009-07-01,PER,PEN,Peru,8.056,3.0274,2.66102926603686,-0.22419,-0.42366,-0.27852,-0.23026,0.45456,5338.32495034757,2.64670578595457,0.15199,-0.25853,-0.00867,0.10695,0.47652
2009-07-01,PHL,PHP,Philippines,99.39,48.385,2.0541490131239,-0.40112,-0.5551,-0.44306,-0.40581,0.12283,3087.53629338968,2.57973582900103,-0.08765,-0.41277,-0.21489,-0.12332,0.16937
2009-07-01,POL,PLN,Poland,7.6,3.15525,2.40868393946597,-0.29776,-0.47831,-0.34693,-0.30325,0.31663,15279.4630394737,2.94249437003151,-0.06207,-0.39631,-0.19288,-0.09874,0.20215
2009-07-01,RUS,RUB,Russia,67,32.7959,2.04293829411603,-0.40439,-0.55753,-0.4461,-0.40905,0.1167,15861.6085537313,2.95981552540077,-0.20915,-0.49097,-0.31944,-0.24007,0.01364
2009-07-01,SAU,SAR,Saudi Arabia,11,3.7504,2.9330204778157,-0.14489,-0.36475,-0.20477,-0.15158,0.60324,27366.3142454546,3.30212649385003,0.01772,-0.34495,-0.12422,-0.02207,0.30442
2009-07-01,SGP,SGD,Singapore,4.22,1.4645,2.88152953226357,-0.1599,-0.3759,-0.21873,-0.16647,0.57509,46009.6054739337,3.8568389086225,-0.14395,-0.44901,-0.26334,-0.17742,0.0972
2009-07-01,SWE,SEK,Sweden,39,7.90915,4.93099764197164,0.43761,0.06798,0.33694,0.42637,1.69536,32227.8640025641,3.44677702643321,0.63918,0.05505,0.41058,0.57509,1.10096
2009-07-01,THA,THB,Thailand,64.49,34.165,1.88760427337919,-0.44968,-0.59117,-0.48821,-0.45398,0.03179,7759.96360210886,2.71875921298965,-0.20449,-0.48797,-0.31543,-0.23559,0.01961
2009-07-01,TUR,TRY,Turkey,5.65,1.55005,3.64504370826748,0.06269,-0.21054,-0.01172,0.05439,0.99244,8567.71504424779,2.74279304626048,0.5227,-0.01992,0.31034,0.46317,0.95166
2009-07-01,TWN,TWD,Taiwan,75,33.1755,2.2607044355021,-0.3409,-0.51036,-0.38706,-0.34606,0.23574,26036.213504,3.26255068155698,-0.20605,-0.48898,-0.31678,-0.23709,0.01761
2009-07-01,UKR,UAH,Ukraine,14,7.66,1.82767624020888,-0.46715,-0.60415,-0.50446,-0.47132,-0.00096,,,,,,,
2009-07-01,URY,UYU,Uruguay,61,23.17,2.63271471730686,-0.23244,-0.42979,-0.28619,-0.23845,0.43908,,,,,,,
2009-07-01,USA,USD,United States,3.43,1,3.43,0,-0.25711,-0.07003,-0.00782,0.87489,48470.55,3.93006184248892,0,-0.35636,-0.13946,-0.0391,0.28171
2009-07-01,ZAF,ZAR,South Africa,17.95,8.2805,2.16774349375038,-0.368,-0.5305,-0.41226,-0.37295,0.18492,9993.73207799443,2.7852227515417,-0.10823,-0.42602,-0.2326,-0.1431,0.14299
2010-01-01,ARE,AED,UAE,11,3.673,2.99482711679826,-0.12687,-0.38174,-0.18427,-0.14329,0.6357,,,,,,,
2010-01-01,ARG,ARS,Argentina,7,3.7985,1.84283269711728,-0.46273,-0.61956,-0.49805,-0.47283,0.00651,15235.9326,3.1314552904262,-0.25443,-0.556,-0.36355,-0.30379,-0.09103
2010-01-01,AUS,AUD,Australia,4.35,1.09355,3.97787023912944,0.15973,-0.1788,0.0835,0.13792,1.17262,45609.9242988506,4.28866426221366,0.17511,-0.30021,0.00312,0.09731,0.43265
2010-01-01,BRA,BRL,Brazil,8.2,1.7233,4.75831253989439,0.38726,-0.01768,0.29607,0.36117,1.59888,7217.25123170732,2.82595411977683,1.13322,0.27036,0.82101,0.99199,1.60075
2010-01-01,CAN,CAD,Canada,4.12,1.0368,3.97376543209877,0.15853,-0.17964,0.08238,0.13675,1.17038,38954.4017718447,4.03509764322771,0.24766,-0.257,0.06506,0.16506,0.52111
2010-01-01,CHE,CHF,Switzerland,6.5,1.03115,6.30364156524269,0.8378,0.30134,0.71699,0.80324,2.4429,41292.6882307692,4.12418326936815,0.93643,0.15317,0.65302,0.80823,1.36083
2010-01-01,CHL,CLP,Chile,1600,503.1,3.18028225004969,-0.0728,-0.34345,-0.13375,-0.09024,0.73699,12208.7499533125,3.01612362928933,0.33587,-0.20447,0.14036,0.24743,0.62865
2010-01-01,CHN,CNY,China,12.5,6.8272,1.83091164752754,-0.46621,-0.62202,-0.50129,-0.47624,0,7270.85912,2.82799650952613,-0.17977,-0.51154,-0.29981,-0.23407,0
2010-01-01,COL,COP,Colombia,8200,2095.6,3.91296048864287,0.1408,-0.1922,0.06582,0.11935,1.13717,4811.08290352439,2.73428228406255,0.81305,0.0797,0.5477,0.69302,1.21041
2010-01-01,CRI,CRC,Costa Rica,2050,582.57,3.51889043376762,0.02592,-0.27355,-0.04152,0.00662,0.92193,,,,,,,
2010-01-01,CZE,CZK,Czech Republic,67.64,18.21005,3.7144324150675,0.08292,-0.23318,0.01174,0.06256,1.02873,19190.4179538735,3.28211596010952,0.43379,-0.14616,0.22395,0.33887,0.74803
2010-01-01,DNK,DKK,Denmark,30.94,5.16195,5.99385890990808,0.74748,0.23739,0.63261,0.71462,2.2737,34788.5211312217,3.87638309228817,0.95897,0.16659,0.67226,0.82928,1.38831
2010-01-01,EGY,EGP,Egypt,13,5.465,2.37877401646844,-0.30648,-0.50892,-0.35207,-0.31952,0.29923,3759.88684615385,2.69423310248781,0.11858,-0.33387,-0.04513,0.04452,0.36373
2010-01-01,EUZ,EUR,Euro area,3.36,0.693649638,4.84394399698368,0.41223,0,0.3194,0.38567,1.64565,28967.0950739408,3.6545944472897,0.67922,0,0.43346,0.56805,1.04725
2010-01-01,GBR,GBP,Britain,2.29,0.623752495,3.67132800005874,0.07036,-0.24208,0,0.05023,1.00519,37259.6256768559,3.97052891213248,0.17145,-0.30239,0,0.09389,0.42819
2010-01-01,HKG,HKD,Hong Kong,14.8,7.75655,1.90806479684911,-0.44371,-0.60609,-0.48028,-0.45417,0.04214,54962.7302094595,4.64499381607842,-0.47958,-0.69008,-0.55574,-0.51403,-0.36552
2010-01-01,HUN,HUF,Hungary,720,186.6508,3.85747074215594,0.12463,-0.20365,0.0507,0.10348,1.10686,12569.9983655556,3.0298867167306,0.61296,-0.03946,0.3769,0.50618,0.96647
2010-01-01,IDN,IDR,Indonesia,20900,9320,2.24248927038627,-0.34621,-0.53705,-0.38919,-0.35851,0.22479,4210.65264049282,2.71140668397014,0.04781,-0.37601,-0.10554,-0.02156,0.27746
2010-01-01,ISR,ILS,Israel,14.9,3.7325,3.9919624916276,0.16384,-0.17589,0.08733,0.14195,1.18031,25818.7448926175,3.53464646309723,0.43083,-0.14792,0.22142,0.3361,0.74442
2010-01-01,JPN,JPY,Japan,320,91.54,3.49573956740223,0.01917,-0.27833,-0.04783,0,0.90929,41592.2909390625,4.13559773689834,0.0709,-0.36226,-0.08583,0,0.30561
2010-01-01,KOR,KRW,South Korea,3400,1140.5,2.98114861902674,-0.13086,-0.38456,-0.18799,-0.14721,0.62823,25683.1723404118,3.5294813278955,0.07009,-0.36275,-0.08652,-0.00076,0.30462
2010-01-01,LKA,LKR,Sri Lanka,210,114.86,1.82831272853909,-0.46696,-0.62256,-0.502,-0.47699,-0.00142,,,,,,,
2010-01-01,MEX,MXN,Mexico,32,12.81375,2.49731733489416,-0.27192,-0.48445,-0.31978,-0.28561,0.36397,12090.095084375,3.01160303547861,0.05057,-0.37437,-0.10319,-0.01899,0.28082
2010-01-01,MYS,MYR,Malaysia,7.05,3.3875,2.08118081180812,-0.39324,-0.57035,-0.43313,-0.40465,0.13669,12936.3252765957,3.04384328826936,-0.13376,-0.48415,-0.26054,-0.19112,0.05609
2010-01-01,NOR,NOK,Norway,40,5.69555,7.02302674895313,1.04753,0.44986,0.91294,1.00902,2.83581,43200.350935,4.19686269913713,1.12006,0.26252,0.80978,0.9797,1.58471
2010-01-01,NZL,NZD,New Zealand,4.9,1.35685,3.61130559752368,0.05286,-0.25447,-0.01635,0.03306,0.97241,31279.423,3.74269108760885,0.22244,-0.27202,0.04353,0.14151,0.49036
2010-01-01,PAK,PKR,Pakistan,200,82.6,2.42130750605327,-0.29408,-0.50014,-0.34048,-0.30735,0.32246,1495.0661705,2.60794642567096,0.17625,-0.29953,0.0041,0.09837,0.43404
2010-01-01,PER,PEN,Peru,8.056,2.8705,2.80647970736805,-0.18178,-0.42062,-0.23557,-0.19717,0.53283,5486.39910625621,2.76001093956304,0.28825,-0.23283,0.09971,0.20296,0.57059
2010-01-01,PHL,PHP,Philippines,101.52,45.92,2.21080139372822,-0.35545,-0.54359,-0.39782,-0.36757,0.20749,3096.13923364854,2.66894519499745,0.04944,-0.37504,-0.10415,-0.02004,0.27944
2010-01-01,POL,PLN,Poland,8.1,2.83565,2.85648793045686,-0.1672,-0.4103,-0.22195,-0.18287,0.56015,15275.0095555556,3.13294407082779,0.15512,-0.31211,-0.01394,0.07865,0.40829
2010-01-01,RUS,RUB,Russia,70,29.927,2.3390249607378,-0.31807,-0.51712,-0.36289,-0.33089,0.27752,14269.16603,3.09462276082258,-0.04242,-0.42975,-0.18257,-0.10582,0.16745
2010-01-01,SAU,SAR,Saudi Arabia,10,3.7502,2.66652445202923,-0.22259,-0.44951,-0.27369,-0.23721,0.45639,24229.05009,3.47408119047083,-0.02758,-0.42091,-0.1699,-0.09196,0.18554
2010-01-01,SGP,SGD,Singapore,4.45,1.39555,3.18870696141306,-0.07035,-0.34171,-0.13146,-0.08783,0.7416,43641.6396853933,4.21367521776053,-0.04126,-0.42906,-0.18158,-0.10473,0.16887
2010-01-01,SWE,SEK,Sweden,39,7.0821,5.50684119117211,0.60549,0.13685,0.49996,0.5753,2.0077,31299.0868435897,3.74344025408151,0.86372,0.10987,0.59095,0.74033,1.27218
2010-01-01,THA,THB,Thailand,70,33.135,2.112569790252,-0.38409,-0.56387,-0.42458,-0.39567,0.15383,7077.8687,2.82064382938756,-0.05112,-0.43493,-0.18999,-0.11394,0.15684
2010-01-01,TUR,TRY,Turkey,5.65,1.47455,3.83167746092028,0.11711,-0.20898,0.04368,0.0961,1.09277,8480.79945132743,2.87409363830069,0.68903,0.00584,0.44183,0.5772,1.0592
2010-01-01,TWN,TWD,Taiwan,75,31.8425,2.35534270236319,-0.31331,-0.51376,-0.35845,-0.32622,0.28643,25556.0171626667,3.52463688354473,-0.15338,-0.49583,-0.27729,-0.20943,0.03217
2010-01-01,UKR,UAH,Ukraine,14,7.66,1.82767624020888,-0.46715,-0.62269,-0.50218,-0.47717,-0.00177,,,,,,,
2010-01-01,URY,UYU,Uruguay,77,23.17,3.32326283987915,-0.03112,-0.31393,-0.09481,-0.04934,0.81509,,,,,,,
2010-01-01,USA,USD,United States,3.43,1,3.43,0,-0.2919,-0.06573,-0.01881,0.87338,47102.43,4.34552675842219,0,-0.40449,-0.14636,-0.06621,0.21917
2010-01-01,ZAF,ZAR,South Africa,17.95,7.3045,2.45738928058046,-0.28356,-0.49269,-0.33065,-0.29703,0.34217,10540.9059331476,2.95258097467835,0.05444,-0.37207,-0.09989,-0.01537,0.28553
2010-07-01,ARE,AED,UAE,11,3.67285,2.99494942619492,-0.15157,-0.30873,-0.14026,-0.18406,0.53761,,,,,,,
2010-07-01,ARG,ARS,Argentina,14,3.93375,3.55894502700985,0.0082,-0.17855,0.02164,-0.03041,0.82717,7840.06444285714,3.05028959613753,0.3632,-0.01799,0.30114,0.27362,0.81481
2010-07-01,AUS,AUD,Australia,4.35,1.133722578,3.83691750028815,0.08695,-0.11439,0.10144,0.04532,0.96988,46939.6597011494,4.11986873378398,0.08812,-0.21615,0.03859,0.01662,0.44861
2010-07-01,BRA,BRL,Brazil,8.71,1.77495,4.9071804839573,0.39014,0.13264,0.40867,0.3369,1.51935,6992.75167623421,3.02711114499873,0.89401,0.36439,0.80779,0.76955,1.52148
2010-07-01,CAN,CAD,Canada,4.17,1.04235,4.00057562239171,0.13331,-0.07662,0.14842,0.08991,1.0539,39609.4019904077,3.91934771382998,0.19258,-0.1409,0.13829,0.11422,0.58767
2010-07-01,CHE,CHF,Switzerland,6.5,1.05085,6.18546890612361,0.75226,0.42768,0.77562,0.68515,2.17563,42496.5566923077,3.99832654764937,0.80747,0.30205,0.7252,0.68871,1.40628
2010-07-01,CHL,CLP,Chile,1750,523.65,3.34192685954359,-0.05328,-0.22864,-0.04065,-0.08953,0.71575,11487.7167407429,3.15007203054469,0.23952,-0.10708,0.1831,0.15808,0.65017
2010-07-01,CHN,CNY,China,13.2,6.7769,1.9477932387965,-0.44822,-0.55043,-0.44086,-0.46935,0,7086.02037878788,3.02966253351791,-0.24885,-0.45889,-0.28304,-0.29821,0
2010-07-01,COL,COP,Colombia,8200,1868.45,4.38866440097407,0.24325,0.01296,0.25983,0.19564,1.25315,4951.34771120732,2.97126803260645,0.72571,0.24315,0.64716,0.61232,1.29743
2010-07-01,CRI,CRC,Costa Rica,2000,522.115,3.83057372417954,0.08515,-0.11586,0.09962,0.04359,0.96662,,,,,,,
2010-07-01,CZE,CZK,Czech Republic,67.64,19.7476,3.42522635662055,-0.02968,-0.20942,-0.01674,-0.06684,0.75852,19749.9053577765,3.37608625186082,0.18537,-0.14609,0.13141,0.10748,0.57807
2010-07-01,DNK,DKK,Denmark,28.5,5.81365,4.90225589775786,0.38874,0.1315,0.40726,0.33556,1.51683,38867.9828,3.89906600776443,0.46897,0.05821,0.40211,0.37245,0.95563
2010-07-01,EGY,EGP,Egypt,13,5.699,2.28110194771012,-0.3538,-0.47349,-0.34518,-0.37854,0.17112,3869.50453846154,2.9416739439687,-0.094,-0.34734,-0.13524,-0.15353,0.20615
2010-07-01,EUZ,EUR,Euro area,3.380031071,0.78015291,4.33252382664316,0.22734,0,0.24371,0.18034,1.22432,29634.9442745333,3.64649394611807,0.38817,0,0.32498,0.29696,0.84806
2010-07-01,GBR,GBP,Britain,2.29,0.657375756,3.48354799990525,-0.01316,-0.19595,0,-0.05095,0.78846,38345.912139738,3.88478463521045,0.04769,-0.24527,0,-0.02115,0.39478
2010-07-01,HKG,HKD,Hong Kong,14.8,7.7742,1.90373285997273,-0.4607,-0.56059,-0.45351,-0.48135,-0.02262,56565.1421689189,4.38317619692517,-0.49255,-0.63445,-0.51565,-0.52589,-0.32443
2010-07-01,HUN,HUF,Hungary,740,221.96915,3.33379661092544,-0.05558,-0.23052,-0.04299,-0.09175,0.71158,12586.83628,3.18013871847849,0.22482,-0.11768,0.16906,0.14434,0.63059
2010-07-01,IDN,IDR,Indonesia,22780,9063,2.51351649564162,-0.28796,-0.41985,-0.27846,-0.31522,0.29044,3975.78203807287,2.94458119136179,-0.00268,-0.28156,-0.04807,-0.06821,0.32773
2010-07-01,ISR,ILS,Israel,14.9,3.8619,3.85820451073306,0.09298,-0.10948,0.10755,0.05112,0.98081,26571.4779798658,3.56269206489618,0.26527,-0.08853,0.20768,0.18214,0.68445
2010-07-01,JPN,JPY,Japan,320,87.18,3.67056664372563,0.03982,-0.15279,0.05369,0,0.88447,42804.8941734375,4.00676119601318,0.07033,-0.22896,0.02161,0,0.42492
2010-07-01,KOR,KRW,South Korea,3400,1204.45,2.82286520818631,-0.20032,-0.34845,-0.18966,-0.23095,0.44926,26431.9528751176,3.5588753210084,-0.07327,-0.33241,-0.11545,-0.13416,0.23375
2010-07-01,LKA,LKR,Sri Lanka,210,112.775,1.86211483041454,-0.47249,-0.5702,-0.46545,-0.49269,-0.04399,,,,,,,
2010-07-01,MEX,MXN,Mexico,32,12.782,2.50352057580973,-0.29079,-0.42216,-0.28133,-0.31795,0.28531,12442.575990625,3.17619244243939,-0.07908,-0.33659,-0.121,-0.13959,0.22601
2010-07-01,MYS,MYR,Malaysia,7.05,3.2135,2.19386961257196,-0.37851,-0.49363,-0.37022,-0.40231,0.12634,13313.4776170213,3.20001617269496,-0.19899,-0.42298,-0.23545,-0.25163,0.06638
2010-07-01,NOR,NOK,Norway,45,6.24625,7.20432259355613,1.04088,0.66285,1.0681,0.96273,2.69871,39519.8545644444,3.91689812175601,1.14896,0.54805,1.05114,1.00776,1.8609
2010-07-01,NZL,NZD,New Zealand,5,1.39275766,3.5900000004308,0.017,-0.17138,0.03056,-0.02195,0.84311,31547.53234,3.69881326758984,0.13399,-0.1831,0.08237,0.05948,0.50967
2010-07-01,PAK,PKR,Pakistan,210,85.525,2.45542239111371,-0.30441,-0.43326,-0.29514,-0.33105,0.26062,1465.38486238095,2.87590865322964,-0.00246,-0.2814,-0.04787,-0.06801,0.32801
2010-07-01,PER,PEN,Peru,10,2.8275,3.53669319186561,0.0019,-0.18369,0.01526,-0.03647,0.81574,4548.70152,2.96025354605938,0.39587,0.00555,0.33234,0.30415,0.85832
2010-07-01,PHL,PHP,Philippines,102,46.47,2.19496449322143,-0.3782,-0.49338,-0.36991,-0.40201,0.1269,3171.41083333333,2.92257741731171,-0.12252,-0.36789,-0.16246,-0.18017,0.16819
2010-07-01,POL,PLN,Poland,8.3,3.1969,2.59626513184648,-0.26451,-0.40075,-0.25471,-0.29268,0.33293,15341.5416144578,3.25549436696118,-0.06823,-0.32878,-0.11064,-0.12945,0.24046
2010-07-01,RUS,RUB,Russia,71,30.44325,2.33220828919383,-0.33932,-0.4617,-0.33051,-0.36462,0.19736,14478.3432267606,3.23188136071311,-0.15688,-0.39264,-0.19526,-0.21228,0.12244
2010-07-01,SAU,SAR,Saudi Arabia,10,3.75045,2.66634670506206,-0.24466,-0.38457,-0.23459,-0.27359,0.36891,24935.43639,3.51793774093751,-0.11446,-0.36208,-0.15477,-0.17265,0.17891
2010-07-01,SGP,SGD,Singapore,4.23,1.3742,3.07815456265464,-0.128,-0.28952,-0.11637,-0.1614,0.58033,47249.9429314421,4.12835660859932,-0.12885,-0.37245,-0.16851,-0.1861,0.15975
2010-07-01,SWE,SEK,Sweden,48.4,7.37355,6.56400241403395,0.85949,0.51505,0.88429,0.78828,2.36997,25955.625411157,3.54584526494837,1.16285,0.55806,1.0644,1.02073,1.87939
2010-07-01,THA,THB,Thailand,70,32.305,2.16684723726977,-0.38616,-0.49986,-0.37798,-0.40967,0.11246,7284.22055714286,3.03508434861461,-0.16587,-0.39911,-0.20384,-0.22068,0.11048
2010-07-01,TUR,TRY,Turkey,5.95,1.5293,3.89066893349899,0.10217,-0.10199,0.11687,0.05996,0.99748,8287.98317647059,3.06254252432436,0.48429,0.06924,0.41673,0.38676,0.97603
2010-07-01,TWN,TWD,Taiwan,75,32.1055,2.336048340627,-0.33823,-0.46081,-0.32941,-0.36357,0.19933,26301.0905493333,3.55529554959036,-0.23231,-0.44698,-0.26726,-0.28276,0.02202
2010-07-01,UKR,UAH,Ukraine,14.5,7.899,1.83567540194961,-0.47998,-0.5763,-0.47304,-0.49989,-0.05756,,,,,,,
2010-07-01,URY,UYU,Uruguay,79,21.1,3.74407582938389,0.06064,-0.13582,0.07479,0.02003,0.92221,,,,,,,
2010-07-01,USA,USD,United States,3.53,1,3.53,0,-0.18523,0.01333,-0.0383,0.81231,47102.43,4.12432135572876,0,-0.27963,-0.04552,-0.06571,0.33129
2010-07-01,ZAF,ZAR,South Africa,18.45,7.5365,2.44808598155643,-0.30649,-0.43495,-0.29724,-0.33305,0.25685,10554.2312466125,3.12453630304618,-0.08458,-0.34056,-0.12625,-0.14473,0.21869
2011-07-01,ARE,AED,UAE,12,3.67305,3.2670396536938,-0.10246,-0.3371,-0.1605,-0.19993,0.43727,,,,,,,
2011-07-01,ARG,ARS,Argentina,20,4.1325,4.83968542044767,0.32958,-0.018,0.24361,0.18519,1.12913,7414.67818,3.4530886954961,0.94226,0.23919,0.68373,0.68466,1.13596
2011-07-01,AUS,AUD,Australia,4.56,0.922381589,4.94372400141217,0.35817,0.00311,0.27035,0.21067,1.1749,49122.9255263158,5.06502006349666,0.3526,-0.13702,0.17256,0.17321,0.4875
2011-07-01,BRA,BRL,Brazil,9.5,1.5416,6.16242864556305,0.69297,0.25039,0.58351,0.50912,1.71105,7645.17629473684,3.46199693703222,1.46674,0.57381,1.1384,1.13958,1.71275
2011-07-01,CAN,CAD,Canada,4.73,0.94585,5.00079293756938,0.37384,0.01469,0.28501,0.22465,1.20001,37754.3262579281,4.62564888544688,0.49818,-0.04414,0.29876,0.29948,0.64759
2011-07-01,CHE,CHF,Switzerland,6.5,0.80615,8.06301556782237,1.21511,0.63603,1.07188,0.97456,2.54718,44881.3232,4.90109152956423,1.27983,0.45456,0.97637,0.97746,1.5072
2011-07-01,CHL,CLP,Chile,1850,462.75,3.99783900594273,0.09831,-0.18882,0.02729,-0.02097,0.75878,12773.3163887568,3.66018819183167,0.51363,-0.03428,0.31216,0.31288,0.66459
2011-07-01,CHN,CNY,China,14.65,6.445,2.27307990690458,-0.37553,-0.53878,-0.41591,-0.44334,0,7701.33310580205,3.46416727338156,-0.09069,-0.41985,-0.21172,-0.21129,0
2011-07-01,COL,COP,Colombia,8400,1770.5,4.74442247952556,0.30341,-0.03733,0.21913,0.16186,1.08722,5347.678895,3.373203751939,0.94912,0.24356,0.68968,0.69061,1.14351
2011-07-01,CRI,CRC,Costa Rica,2050,504.305,4.06500034701222,0.11676,-0.17519,0.04455,-0.00452,0.78832,,,,,,,
2011-07-01,CZE,CZK,Czech Republic,69.32,17.0219,4.07240084831893,0.11879,-0.17369,0.04645,-0.00271,0.79158,20241.7249394114,3.94882563832718,0.42916,-0.08818,0.23893,0.23961,0.57169
2011-07-01,DNK,DKK,Denmark,28.5,5.19845,5.48240340870837,0.50615,0.11241,0.40877,0.34259,1.41188,41834.2849964912,4.78333025278486,0.58832,0.01337,0.3769,0.37767,0.74673
2011-07-01,EGY,EGP,Egypt,14.09,5.962,2.36330090573633,-0.35074,-0.52047,-0.39272,-0.42125,0.03969,4164.64826117814,3.32748223858628,-0.01576,-0.37204,-0.14677,-0.1463,0.0824
2011-07-01,EUZ,EUR,Euro area,3.437660401,0.697520315,4.92840183586624,0.35396,0,0.26641,0.20692,1.16816,30815.0958864816,4.35746300334448,0.56737,0,0.35874,0.35949,0.72368
2011-07-01,GBR,GBP,Britain,2.39,0.614137444,3.89163699974627,0.06913,-0.21037,0,-0.04697,0.71205,39035.1620083682,4.67515034989941,0.15355,-0.26402,0,0.00055,0.26859
2011-07-01,HKG,HKD,Hong Kong,15.1,7.7918,1.93793475191868,-0.4676,-0.60678,-0.50203,-0.52542,-0.14744,60719.7704900662,5.5132124320633,-0.51288,-0.68921,-0.57772,-0.57749,-0.4643
2011-07-01,HUN,HUF,Hungary,760,188.0724,4.04099697775963,0.11016,-0.18006,0.03838,-0.0104,0.77776,13117.9982426316,3.67350938194614,0.52442,-0.0274,0.32151,0.32224,0.67645
2011-07-01,IDN,IDR,Indonesia,22534,8523,2.64390472838203,-0.27365,-0.46354,-0.32062,-0.35253,0.16314,4665.80756435609,3.34685093548812,0.09473,-0.30155,-0.05099,-0.05046,0.20391
2011-07-01,IND,INR,India,84,44.4,1.89189189189189,-0.48025,-0.61612,-0.51386,-0.53669,-0.1677,2666.64016666667,3.26958754411466,-0.19814,-0.4884,-0.30487,-0.30448,-0.11816
2011-07-01,ISR,ILS,Israel,15.9,3.40335,4.67186742474327,0.28348,-0.05205,0.20049,0.1441,1.0553,26920.6410314465,4.20695095017743,0.53894,-0.01814,0.33409,0.33483,0.69242
2011-07-01,JPN,JPY,Japan,320,78.365,4.08345562432208,0.12183,-0.17144,0.04929,0,0.79644,45067.91505125,4.90830289127756,0.15291,-0.26443,-0.00055,0,0.26789
2011-07-01,KOR,KRW,South Korea,3700,1056.2,3.50312440825601,-0.0376,-0.2892,-0.09983,-0.14212,0.54114,27386.0335741622,4.22493734101778,0.14903,-0.2669,-0.00391,-0.00336,0.26363
2011-07-01,LKA,LKR,Sri Lanka,280,109.475,2.55766156656771,-0.29735,-0.48104,-0.34278,-0.37365,0.1252,,,,,,,
2011-07-01,MEX,MXN,Mexico,32,11.67075,2.74189747873958,-0.24673,-0.44365,-0.29544,-0.32854,0.20625,13845.6920875,3.70163313706595,0.02649,-0.34508,-0.11014,-0.10965,0.12886
2011-07-01,MYS,MYR,Malaysia,7.2,2.973,2.42179616548941,-0.33467,-0.5086,-0.37769,-0.40692,0.06543,14732.4601666667,3.73590475896081,-0.10166,-0.42685,-0.22124,-0.22081,-0.01207
2011-07-01,NOR,NOK,Norway,45,5.41405,8.31170750177778,1.28344,0.68649,1.13579,1.03546,2.65658,42937.57832,4.82597009572773,1.38673,0.52277,1.06904,1.07018,1.62476
2011-07-01,NZL,NZD,New Zealand,5.1,1.156069364,4.41150000061761,0.21195,-0.10488,0.13358,0.08033,0.94076,33127.9825882353,4.44685095087034,0.37477,-0.12288,0.19178,0.19244,0.51188
2011-07-01,PAK,PKR,Pakistan,205.13,86.345,2.37570212519544,-0.34733,-0.51796,-0.38954,-0.41821,0.04515,1694.52212158144,3.23201733510393,0.01863,-0.3501,-0.11696,-0.11647,0.12022
2011-07-01,PER,PEN,Peru,10,2.7375,3.65296803652968,0.00356,-0.25879,-0.06133,-0.10542,0.60706,5348.1974,3.37322379100866,0.50072,-0.04252,0.30096,0.30168,0.65038
2011-07-01,PHL,PHP,Philippines,118,42.41,2.78236265031832,-0.23561,-0.43544,-0.28504,-0.31863,0.22405,3113.04676271186,3.28684017017378,0.17309,-0.25155,0.01695,0.01751,0.29009
2011-07-01,POL,PLN,Poland,8.63,2.7968,3.08566933638444,-0.15229,-0.3739,-0.2071,-0.24435,0.35748,15992.0974739282,3.78458695054319,0.12987,-0.27913,-0.02052,-0.01998,0.24255
2011-07-01,RUS,RUB,Russia,75,27.7525,2.70245923790649,-0.25757,-0.45166,-0.30557,-0.33819,0.1889,16857.668464,3.81803935190024,-0.01912,-0.37418,-0.14968,-0.14921,0.07871
2011-07-01,SAU,SAR,Saudi Arabia,10,3.7502,2.66652445202923,-0.26744,-0.45895,-0.31481,-0.34699,0.17309,30068.73688,4.32861788107531,-0.14632,-0.45534,-0.25995,-0.25954,-0.06118
2011-07-01,SGP,SGD,Singapore,4.41,1.20705,3.65353547906052,0.00372,-0.25868,-0.06118,-0.10528,0.60731,53161.8285714286,5.22111471922918,-0.03028,-0.3813,-0.15935,-0.15889,0.06643
2011-07-01,SWE,SEK,Sweden,48.4,6.3352,7.63985351685819,1.09886,0.55017,0.96315,0.87093,2.36101,28367.7579008265,4.26287881153175,1.48359,0.58456,1.15301,1.1542,1.73128
2011-07-01,THA,THB,Thailand,70,29.75,2.35294117647059,-0.35359,-0.52258,-0.39539,-0.42379,0.03513,8364.06376,3.48978034508815,-0.06565,-0.40387,-0.19002,-0.18957,0.02754
