prefecture,prefecture_en,year,minimum_wage
熊本,kumamoto,1988,429
熊本,kumamoto,1987,416
熊本,kumamoto,1986,407
熊本,kumamoto,1985,395
熊本,kumamoto,1984,381
熊本,kumamoto,1983,369
熊本,kumamoto,1982,360
熊本,kumamoto,1981,339
熊本,kumamoto,1980,318
熊本,kumamoto,1979,297
熊本,kumamoto,1978,280
熊本,kumamoto,1977,261
大分,oita,2025,1035
大分,oita,2024,954
大分,oita,2023,899
大分,oita,2022,854
大分,oita,2021,822
大分,oita,2020,792
大分,oita,2019,790
大分,oita,2018,762
大分,oita,2017,737
大分,oita,2016,715
大分,oita,2015,694
大分,oita,2014,677
大分,oita,2013,664
大分,oita,2012,653
大分,oita,2011,647
大分,oita,2010,643
大分,oita,2009,631
大分,oita,2008,630
大分,oita,2007,620
大分,oita,2006,613
大分,oita,2005,610
大分,oita,2004,607
大分,oita,2003,606
大分,oita,2002,606
大分,oita,2001,605
大分,oita,2000,600
大分,oita,1999,595
大分,oita,1998,591
大分,oita,1997,580
大分,oita,1996,566
大分,oita,1995,554
大分,oita,1994,541
大分,oita,1993,528
大分,oita,1992,512
大分,oita,1991,491
大分,oita,1990,468
大分,oita,1989,446
大分,oita,1988,429
大分,oita,1987,416
大分,oita,1986,407
大分,oita,1985,395
大分,oita,1984,381
大分,oita,1983,369
大分,oita,1982,360
大分,oita,1981,339
大分,oita,1980,318
大分,oita,1979,297
大分,oita,1978,279
大分,oita,1977,261
宮崎,miyazaki,2025,1023
宮崎,miyazaki,2024,952
宮崎,miyazaki,2023,897
宮崎,miyazaki,2022,853
宮崎,miyazaki,2021,821
宮崎,miyazaki,2020,793
宮崎,miyazaki,2019,790
宮崎,miyazaki,2018,762
宮崎,miyazaki,2017,737
宮崎,miyazaki,2016,714
宮崎,miyazaki,2015,693
宮崎,miyazaki,2014,677
宮崎,miyazaki,2013,664
宮崎,miyazaki,2012,653
宮崎,miyazaki,2011,646
宮崎,miyazaki,2010,642
宮崎,miyazaki,2009,629
宮崎,miyazaki,2008,627
宮崎,miyazaki,2007,619
宮崎,miyazaki,2006,611
宮崎,miyazaki,2005,608
宮崎,miyazaki,2004,606
宮崎,miyazaki,2003,605
宮崎,miyazaki,2002,605
宮崎,miyazaki,2001,604
宮崎,miyazaki,2000,600
宮崎,miyazaki,1999,595
宮崎,miyazaki,1998,589
宮崎,miyazaki,1997,579
宮崎,miyazaki,1996,566
宮崎,miyazaki,1995,554
宮崎,miyazaki,1994,541
宮崎,miyazaki,1993,528
宮崎,miyazaki,1992,512
宮崎,miyazaki,1991,491
宮崎,miyazaki,1990,468
宮崎,miyazaki,1989,446
宮崎,miyazaki,1988,428
宮崎,miyazaki,1987,416
宮崎,miyazaki,1986,407
宮崎,miyazaki,1985,395
宮崎,miyazaki,1984,381
宮崎,miyazaki,1983,369
宮崎,miyazaki,1982,358
宮崎,miyazaki,1981,339
宮崎,miyazaki,1980,318
宮崎,miyazaki,1979,297
宮崎,miyazaki,1978,280
宮崎,miyazaki,1977,261
鹿児島,kagoshima,2025,1026
鹿児島,kagoshima,2024,953
鹿児島,kagoshima,2023,897
鹿児島,kagoshima,2022,853
鹿児島,kagoshima,2021,821
鹿児島,kagoshima,2020,793
鹿児島,kagoshima,2019,790
鹿児島,kagoshima,2018,761
鹿児島,kagoshima,2017,737
鹿児島,kagoshima,2016,715
鹿児島,kagoshima,2015,694
鹿児島,kagoshima,2014,678
鹿児島,kagoshima,2013,665
鹿児島,kagoshima,2012,654
鹿児島,kagoshima,2011,647
鹿児島,kagoshima,2010,642
鹿児島,kagoshima,2009,630
鹿児島,kagoshima,2008,627
鹿児島,kagoshima,2007,619
鹿児島,kagoshima,2006,611
鹿児島,kagoshima,2005,608
鹿児島,kagoshima,2004,606
鹿児島,kagoshima,2003,605
鹿児島,kagoshima,2002,605
鹿児島,kagoshima,2001,604
鹿児島,kagoshima,2000,600
鹿児島,kagoshima,1999,595
鹿児島,kagoshima,1998,590
鹿児島,kagoshima,1997,579
鹿児島,kagoshima,1996,566
鹿児島,kagoshima,1995,554
鹿児島,kagoshima,1994,541
鹿児島,kagoshima,1993,528
鹿児島,kagoshima,1992,512
鹿児島,kagoshima,1991,492
鹿児島,kagoshima,1990,468
鹿児島,kagoshima,1989,446
鹿児島,kagoshima,1988,428
鹿児島,kagoshima,1987,416
鹿児島,kagoshima,1986,407
鹿児島,kagoshima,1985,395
鹿児島,kagoshima,1984,381
鹿児島,kagoshima,1983,369
鹿児島,kagoshima,1982,358
鹿児島,kagoshima,1981,339
鹿児島,kagoshima,1980,318
鹿児島,kagoshima,1979,297
鹿児島,kagoshima,1978,279
鹿児島,kagoshima,1977,261
沖縄,okinawa,2025,1023
沖縄,okinawa,2024,952
沖縄,okinawa,2023,896
沖縄,okinawa,2022,853
沖縄,okinawa,2021,820
沖縄,okinawa,2020,792
沖縄,okinawa,2019,790
沖縄,okinawa,2018,762
沖縄,okinawa,2017,737
沖縄,okinawa,2016,714
沖縄,okinawa,2015,693
沖縄,okinawa,2014,677
沖縄,okinawa,2013,664
沖縄,okinawa,2012,653
沖縄,okinawa,2011,645
沖縄,okinawa,2010,642
沖縄,okinawa,2009,629
沖縄,okinawa,2008,627
沖縄,okinawa,2007,618
沖縄,okinawa,2006,610
沖縄,okinawa,2005,608
沖縄,okinawa,2004,606
沖縄,okinawa,2003,605
沖縄,okinawa,2002,604
沖縄,okinawa,2001,604
沖縄,okinawa,2000,600
沖縄,okinawa,1999,595
沖縄,okinawa,1998,590
沖縄,okinawa,1997,579
沖縄,okinawa,1996,566
沖縄,okinawa,1995,554
沖縄,okinawa,1994,541
沖縄,okinawa,1993,528
沖縄,okinawa,1992,512
沖縄,okinawa,1991,491
沖縄,okinawa,1990,468
沖縄,okinawa,1989,446
沖縄,okinawa,1988,429
沖縄,okinawa,1987,416
沖縄,okinawa,1986,407
沖縄,okinawa,1985,395
沖縄,okinawa,1984,381
沖縄,okinawa,1983,369
沖縄,okinawa,1982,358
沖縄,okinawa,1981,339
沖縄,okinawa,1980,318
沖縄,okinawa,1979,297
沖縄,okinawa,1978,280
沖縄,okinawa,1977,261
全国加重平均,zenkoku,2025,1121
全国加重平均,zenkoku,2024,1055
全国加重平均,zenkoku,2023,1004
全国加重平均,zenkoku,2022,961
全国加重平均,zenkoku,2021,930
全国加重平均,zenkoku,2020,902
全国加重平均,zenkoku,2019,901
全国加重平均,zenkoku,2018,874
全国加重平均,zenkoku,2017,848
全国加重平均,zenkoku,2016,823
全国加重平均,zenkoku,2015,798
全国加重平均,zenkoku,2014,780
全国加重平均,zenkoku,2013,764
全国加重平均,zenkoku,2012,749
全国加重平均,zenkoku,2011,737
全国加重平均,zenkoku,2010,730
全国加重平均,zenkoku,2009,713
全国加重平均,zenkoku,2008,703
全国加重平均,zenkoku,2007,687
全国加重平均,zenkoku,2006,673
全国加重平均,zenkoku,2005,668
全国加重平均,zenkoku,2004,665
全国加重平均,zenkoku,2003,664
全国加重平均,zenkoku,2002,663
全国加重平均,zenkoku,2001,664
全国加重平均,zenkoku,2000,659
全国加重平均,zenkoku,1999,654
全国加重平均,zenkoku,1998,649
全国加重平均,zenkoku,1997,637
全国加重平均,zenkoku,1996,624
全国加重平均,zenkoku,1995,611
全国加重平均,zenkoku,1994,597
全国加重平均,zenkoku,1993,583
全国加重平均,zenkoku,1992,565
全国加重平均,zenkoku,1991,541
全国加重平均,zenkoku,1990,516
全国加重平均,zenkoku,1989,492
全国加重平均,zenkoku,1988,474
全国加重平均,zenkoku,1987,461
全国加重平均,zenkoku,1986,451
全国加重平均,zenkoku,1985,438
全国加重平均,zenkoku,1984,423
全国加重平均,zenkoku,1983,411
全国加重平均,zenkoku,1982,399
全国加重平均,zenkoku,1981,379
全国加重平均,zenkoku,1980,357
全国加重平均,zenkoku,1979,334
全国加重平均,zenkoku,1978,315
